titel,aktualitaet,preis,land,versand,link
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Shop on eBay,Brand New,$20.00,,,https://ebay.com/itm/123456?itmmeta=012DEW30YG0MEEKND7NH&hash=item123546:g:acwAA9KNiJowH:sc:ShippingMethodStandard!95008!US!-1&itmprp=enc%3AbgepL1tlUHjMGCVfSTGJh%2BzsVKeJ3CQk7NizDI4BZeppuFnmyS6Ijyp8lh%2FnEw%2BWqO7uTV1Q6izE1R0T54aV8j71F4xlWfVcGft4%2FiOQhtqVXA1rW6M1atPARQRmhqUxtEPJKhKtSFgI%2Bvwlzb0GwVCtkp%3ABlBMUObkmabpYw
Gitarre Klassisch Magnet! Miniatur Holz Handgemacht Akustik Flamenco Instrument,Brandneu |,"CHF 7,24",aus Frankreich,"+CHF 1,99 Versand",https://www.ebay.ch/itm/267420093505?_skw=gitarre&itmmeta=01K7XRR1D3J3GJWV941KJT101D&hash=item3e437acc41:g:2wgAAOSwUohnXhT8&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dobOhpfhDU6frY1CMkKu4FvtotJ%2FtPehmal%2FVIiaiz0QXWQdX1g8iXIRRTD5ZClxF6qxJAKt4pnsYTO11zOK68wRNnhZwtVj%2BfsoI3jmO0glG0D1FdaELu%2B%2BlaxlJAQawbbxsZ3dZ75ZkMDJ2RgNwx8fb7vrSSfAa35swp4t7pAAXV%2Fd9QoVXfLMPOZEq18PNws%2BSK29JoMnbgSVP5gvMyo%2BTf1JodV4pJnzbD2jaueYXxnGZLmaREiX8ZTzZXhMsvzsPft1R3HXqx1QzS3Qq7%7Ctkp%3ABk9SR4qX4Li_Zg
"APC 8S OP 4/4 Konzertgitarre Palisander, massive Fichtendecke, Classic Guitar",Brandneu |,"CHF 377,22",aus Deutschland,"+CHF 36,99 Versand",https://www.ebay.ch/itm/404371713614?_skw=gitarre&itmmeta=01K7XRR1D3J2WKZKGYJ2WY4J7A&hash=item5e266eae4e:g:P04AAOSw6PJkqoRL&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fdjLMKVwC1NCAgWSYdVt3eA9mdNTUD1LN0ju1YgfSOZqds9VHS4kd1hdhGzyW1KOFyrV9xaes2WecYr4e6Ps%2B7XLVBzo%2BBlw20PX%2FgxqVfyJNXxV7M9MCDo8GnASroEhHQiTROeZq6upLfd%2B%2BsppiWYEDFiObo4AhKFXBBhH04rAaQWuiEVYJiQ9Ot6jhlCBqJw%2B88ThU%2FddrRkLkwWDHpq0GQ9c1MDiomB7I8TjvCcqA%2FQAUlTJ1Z1n2%2FiRO%2FOpFTalWOZrYgPPBI2aDWhH%2BhTpdwcJVD4xgi%2BPGDTCWEcA%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Josip Krog 1979 Klassische Gitarre – handgefertigte Meistergitarre + Video!,Gebraucht |,"CHF 2.448,73",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226977379307?_skw=gitarre&itmmeta=01K7XRR1D325PHEQ6YVJBZNFPM&hash=item34d8e7f3eb:g:AFIAAeSwqdxoyXJo&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d0hAcHPsmQCjLzHRfcIXwBGm5gtPsQs%2BDiK2StdaFiIxXDwvizAbV7TmCLBrCvx95dc8PBMZ6O3kkUXPr4U%2Fto8OQVwYTBMFqxbAlC9biKzdKqlYqLI%2FXHILmDC3DNQwxi3quyMX0Z1%2B3vXPfKIRLigEKUp%2FpXbR3EIqsKwRewj5hTrvPjT7SAKwc8yreelCF0S4axDSPkRtqmNaMTilSn1YBJx2gsM5IxGg3hsfAsQpevp7YRpMZB1dz4IPvqv03RoDGgppJrt2izC6v4f0O2kXiUdSIcANfm84JyOboz7w%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Ortega R55BFT Student Series Pro 4/4 Konzertgitarre Massive Fichte / Catalpa Bou,Brandneu |,"CHF 183,99",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/277393517890?_skw=gitarre&itmmeta=01K7XRR1D3HYEB86WMYKNHK6H5&hash=item4095f12d42:g:ySoAAeSwR1NozpL9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cGrXnb5PA%2BNyup8pN2mdj5ZKtNYYTU9MekiUAPeagmhH7TkqYShenkEpvdnWB%2FjyKEyt2pnkW4npoeoK%2BZu%2B9uxTRDOgmOjTyBpUNVuIRlne0wDTSsbmQI5ct33anqxohfrDtUYHRI%2FvHzew1UdTf81QJ0Mw2vqYZ5nBUQFqtezQU6%2F0Uk5RYdMnojErsZUCukhQ7JCNKbeer%2FZ4pj95FIy%2BQ4V9iEjiWHibGGhsvtn5KDLeubrlPtvowJt312noA%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Gerundino Fernandez 1965 Negra Flamenco Meister-Gitarre - große Rarität  + Video,Gebraucht |,"CHF 10.984,32",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226823142463?_skw=gitarre&itmmeta=01K7XRR1D3ZZTNP2DC35Q4NBNZ&hash=item34cfb67c3f:g:-JQAAOSwEOpoU736&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cDPR%2FwKZJ0sNKBocI3C0OoxmHl5NP1EtviWKPjwDP5wxIsMlEiq0MaU1aX0FSe1ob2PJsK83gqcZ7NpG59%2B3%2FpWw79vSDFzIwaeXDkdN3uCD8lUaRYOdYy8JxEwPpReUBrGga62wmZetdFrt58IwwglsZj%2BtYZHTs6WFezynbXGy99AkgNzuq90OaOvwuZoVcdHrGwGb6YrId7ENBYjMJZHfPN4fYRVVPV4MOss0EFiBjBR4q6xOKqej92tWkxSe4%3D%7Ctkp%3ABk9SR4qX4Li_Zg
"GITARRE HOCHGLANZ !!! CK,4/4,SET - TASCHE+BAND+STARTER SET + incl. KURBEL, ET6",Brandneu |,"CHF 58,78",aus Deutschland,"+CHF 27,63 Versand",https://www.ebay.ch/itm/191686373213?_skw=gitarre&itmmeta=01K7XRR1D39VGENKT72HFW96MG&hash=item2ca165ef5d:g:OBAAAOSwEzxYYjs3&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ebLoWEHNH2Okal8oVoPS8g47qAtALZIwI%2FRB8hHi8dlDIL8FgsuXzmrjAxPvmBcqdY84dvQw%2FXtGyTSybU%2FuBGLk6Px%2F%2BpwzRSOKo%2BCGYVllyVUKt%2BRoNWkJO88EgmzF1Shs2GcNKHO9%2FezZc8ecbYbVS6Z0%2BhgnYWxgcLXbwfcqCyKFGxzOJnOLBXqVl%2BkhjHocVb%2F7jvlI13XnwBQCk6q5EfuvMB%2F%2BMcYC844teaRVHeMsfOMRDrLt9OjAe5SD4jUVCjzM0%2BwnHrtVQt%2B4y1%7Ctkp%3ABk9SR4qX4Li_Zg
WALDEN N430-S1W Konzertgitarre. massive Zederndecke inkl. Gigbag,Brandneu |,"CHF 322,68",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/277359350881?_skw=gitarre&itmmeta=01K7XRR1D3FZJCPFK4CTGTK0ZG&hash=item4093e7d461:g:3UQAAOSw3FRlpq5L&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dnu1uCS6g2OVJcJ7x7f99aneIjUNOUt%2FxRi3TedFe7fnhjwOxLgN8DPHq%2FwKqdQu0%2Fz55gdXhgm%2FRGZBxkCnV7L6y7owrd6n523ekb3CC%2FyDsQWtoHCPQXVzGPrOIAF%2BT4uCZhEpXaCyZu1L%2FvarYTa%2BLx3MC4%2FggR%2BLSGWfs9LgvYcJ4uo9qd%2FcvheUVtQJC%2F2eG3et07LJ7OZtTKdU4kr1dVVl0Hza1bRuPOgrUTqlNCc610CLbNY2TpoO%2BAE7iKeKl1%2BaQ5DZbRW2KphKonBJhWHWJfZ8RwblEkX02DTg%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
JOSE LUIS VELAZQUEZ NYLON ACOUSTIC - SMALL BODY - FAT NECK,Gebraucht |,"CHF 443,77",aus Deutschland,"+CHF 64,97 Versand",https://www.ebay.ch/itm/177470225230?_skw=gitarre&itmmeta=01K7XRR1D3W6AFS24X557359NZ&hash=item29520cbb4e:g:2acAAOSw4L1kKlai&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fguqiY9shtBe5XqdI67mic6MzjOUf3zGoGKoqlm8kBJ5MHs38AEnKshNxJCUsoNYNcyX88gu1%2FcFXTK0LHlgZKJQgrs9qEIa8TBAr%2BwTxNxfUX1IMeqmYyVu%2FpKn75es1G26rb2BKIwNJSWobw5Uy3Ms1sfSLhcU3Vpi75I1rpBUBrdrzM%2BYGn9X78MUylf281JhWcjWPTxrzhZIvI0qGgwNx0mKclNSiGwe0BeSBRfw%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Alte Gitarre Bassgitarre,Nur Ersatzteile |,"CHF 298,85",aus Deutschland,"+CHF 39,98 Versand",https://www.ebay.ch/itm/317280252652?_skw=gitarre&itmmeta=01K7XRR1D3CTDW63ZRCA4Q7P77&hash=item49df6072ec:g:T9YAAOSwPa9m2sYV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fRAmWWSeGL5vJVNP23VQ0HWeqzpAUIeR8mI32jfsALZUZmhXai%2BhRnHx9VmzvPOrmDdbafJAvOs3yPDhFTCNkj60pvLiyN7HOb7urV0YF80WI0c1Odut7Kj7JFUKywwlYtLOatCgYyr1jmRLnyCh%2FqH77NxUgDafmC%2BBpz7GH9ukiBqb2KV0vkB2UtqVEB2M%2BWbSzP%2BFHyEgS24iWrvRF9MmOeFZ4ZWgBd9MVifsG%2Fk4IcKRry7oYR10a5hNLc9HafX6vGtjiDryzt4ZP%2FLRjB%7Ctkp%3ABk9SR4qX4Li_Zg
SEHR   SCHÖNE  ALTE  GITARRE,Gebraucht |,"CHF 1.249,35",aus Österreich,"+CHF 99,95 Versand",https://www.ebay.ch/itm/167520485123?_skw=gitarre&itmmeta=01K7XRR1D3XY4S1TPZ00VAX78H&hash=item2700ffbf03:g:iCkAAOSwyIJoKMnp&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fI2wcMQHWqUsBWVRmcGDKdC4b8thGfnsH0Uk1nseUVx0%2FFU7JCeYtk5iDnGOtI%2Bv5ZlLTxHeBqcQB3VTrXJTY3DCiPYNexz%2BS9MHfUQ5RklbSTeJa24MrDP3HFI6WHQ1kQPr14w7AxZrquLP4vflvJzCC0%2FcffbAiQK6va3eSoEfn28DQtRjF6joNL8%2BpIAVJTlaM71L66Ivv95ZL1DtQwojK8fRH%2B9zDwSPXjF%2FN9t1Uz5K5%2BphXIddMWWHGjc7A%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Admira Virtuoso Konzertgitarre 4/4 Made in Spain,Brandneu |,"CHF 273,13",aus Deutschland,"+CHF 7,75 Versand",https://www.ebay.ch/itm/264908884091?_skw=gitarre&itmmeta=01K7XRR1D3MQA7MY38G7RDCB63&hash=item3dadccc87b:g:YsMAAeSwLWpofgP1&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cdBlavFo6LP4Wo4Hr47St7jwjxg7lPNZpO0lP2SWZ5v0WpRQuWCKqQxx4EA5HmLIk1Vv8F%2B9ZSonkQl8tkspNZ%2BeezXfRj%2FdU9eukX%2FxE4vHFrPXsR15Abc6R1PIz7aXDMM3SU3FFaMo3fViXBF1Qv9grqc1LXLvrqLtLr5AXd7gO7QRDvkMmtBuvLnndwwzXTYGq1NaT%2BThSy5f5vP%2BaKreVkbu2UnXFR5aXRDE3qTa2UlPsNBU51DH3BH4jlCXM%3D%7Ctkp%3ABk9SR4qX4Li_Zg
1984 ALHAMBRA MODEL 3 C - made in SPAIN,Gebraucht |,"CHF 197,90",aus Deutschland,"+CHF 78,96 Versand",https://www.ebay.ch/itm/127426970000?_skw=gitarre&itmmeta=01K7XRR1D3EY9G3N58YAA5GF0D&hash=item1dab3d4190:g:QkgAAeSw3Hloy499&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1ec1ME84OGkPshVgSt1MtDpASR4WuP7R8x7c0CaaCKYM4iwJzgRHlYyemwgmeaQaSYkkwkjnyJa1fc6AoCTtYGPtY7KSshoV0H%2Be53R5hrmIwRRUpggDMzGPhRTL5BkCLKKgOlsah%2BP6OfkDDodMXIacJDU6HxGJd919piWNM9d5PoukRSnw5P5drsFHrYqsH%2Fv5XgniVS4C%2F2MuGIew9%2FXpcsLy2U3I0Iz4nrkrWOxqw%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Admira A1 Konzertgitarre mit massiver Zederndecke Made in Spain,Brandneu |,"CHF 274,65",aus Deutschland,"+CHF 14,28 Versand",https://www.ebay.ch/itm/266014062483?_skw=gitarre&itmmeta=01K7XRR1D37807Y45BWVBE1VN7&hash=item3defac7793:g:V~wAAeSwOvFofgWg&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1d26kxNIeB6lbCReE7aB9Yh8SmfR5Y%2Bn4olHkILwNh5PQvfj%2FqlvdMiGwgEEmASTaTqUfKxpf2bfV4zhGYuk%2BlhfIenWxOpfG93m2mxr9KfquUf%2F0cUSzNmsGM%2B3Pgfg4EqcCZc5abuJVnh4iEINKtZG0H%2FMzGyxNKUvuqYTlkFD8v46UMfq6Bp80jzryMaL8sFdV1qtgHG9S7Y06XJkidNrP46%2Bi%2FC2jYKRFqK%2B5PK6mRFdwf9zrbdamsL7wwnSvg%3D%7Ctkp%3ABk9SR4qX4Li_Zg
3rd Avenue 1/4 Größe Konzertgitarre Paket - Blueburst Neu Inkl. Rechnung,Brandneu |,"CHF 37,01",aus Deutschland,"+CHF 24,33 Versand",https://www.ebay.ch/itm/126646138067?_skw=gitarre&itmmeta=01K7XRR1D3C34AXNN2JVQ4NGV4&hash=item1d7cb2b4d3:g:5G8AAOSwo71mzchK&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1dcg6vsxyhpUCbrF7U7%2BPfm3tTCLt28e4TUh76FL%2BiCXWw1bGdikqQTm4hZWJ%2FEwyZ8Rxhs0ZY6SB3HC3DYvR6w4Tl3t1byXTDkYlfoGX7xzC9NS4Uw3QhKGz3V9G%2B3vkgU6cR73XnyJtVjM%2FoG6nEzl6GgFFbQUKZriuDTN2D0HZL8aAz4j2J0bDiZPcuowC5u0YGoazvqpZN5LmjAbnzsu3NC0TfSrj1pMWJ46Uw3C4fayVyFhIsygSSyKVvgJJY%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Prudencio Saez Konzertgitarre Modell 12 Made in Spain,Brandneu |,"CHF 627,80",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/276930197492?_skw=gitarre&itmmeta=01K7XRR1D3RAJHDDVWGKP6GZ03&hash=item407a5377f4:g:vREAAOSwOQJdXA6S&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cmA9nkeQOLUahgLbIaG9AuzcYGT6%2FvN0GS%2FyXZ3R8wqQVONOEDhLM652LQ72q7Hvg9QjR9GzLTydA960zdhqKG2rvX%2FeUPnCrkyTqyIsI7ilnQEdsQlL4U3IjOOXs%2ByxkJIaEFQoW1LN10crNIdiLa3Z9P5U%2Fs5DJc%2FDiwsqgt3Adh9oq3Oz27BK2I4wWGQ%2FHGQswtO3a%2FNAhiVYiontISuO9d5xQa24OZsl9O%2B4iiL5r2J6lHB4vgrD%2FdxZ%2Bh4%2Bw4ZBSQ8TQkOgHjcwb3Dv9LSH3A51BADMf1hnqaHUs4NA%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
GOLDKLANG GITARRENLAUTE,Gebraucht |,"CHF 332,83",aus Deutschland,"+CHF 78,96 Versand",https://www.ebay.ch/itm/127426943395?_skw=gitarre&itmmeta=01K7XRR1D39BH40RDJ4CTTA3SA&hash=item1dab3cd9a3:g:Gm0AAOSwfMBkTPYZ&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1fkhKuKLDu03NiPoifdHrjjK%2F5TNkzlxIOnZ0VX6Pa3CzN5%2FH%2B9H%2Bx9CjQ8wrz5t%2B3AoGc0FfAkeDeoNWDaGhOMPMqbAtUKcmmQ4hDMG4WCX%2BDVrsWGW7Kqc2KZgpRjBgJoeyw%2B7X4e%2FcbFykLETFVmRQsBnihOaWREvm6MRRIIQmbSKk5jB2%2B5vKbUi8lEUZ1pBo%2B%2FRY9x7AzahvnEb2AM2uiE0bwiDjJi6Jrh5XOKWg%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
"Ortega RCE30TH-ACA 30th Anniversary Series Konzertgitarre mit Pickup, Cutaway",Brandneu |,"CHF 489,11",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/285683885469?_skw=gitarre&itmmeta=01K7XRR1D3DPD94RR6XP032M0Z&hash=item428416259d:g:Em8AAOSw08FlvjqR&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cab8BScsy9C6mimwOYXK%2F8HARKIBgI65RnrxisCuuO%2Bam7Z7NVYTBBuhG56knK3RXb1Q3SYkC%2FrcglpQBL6jYBY5XJa8gdMzZai2Ii%2BiVmHvW43oeBW0frXvUUoTIIYz48zQdciV0DR4yeWAwLi42tYsxLAfr0UwPzCJ9Pjs4HRPhh9cwNBtulJh5ao0vAKIBYwBMUqt7XPupiK%2FUJkHC2eOVS2miX4ei11Jv0%2BD8I7d0NwlcZZiFVha7uCfxy%2BAc%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Alte Gitarre Bassgitarre Jolana Basso V Blau,Gebraucht |,"CHF 379,80",aus Deutschland,"+CHF 34,98 Versand",https://www.ebay.ch/itm/157345243363?_skw=gitarre&itmmeta=01K7XRR1D3HCN3H773561HWTQ8&hash=item24a281e0e3:g:jDkAAeSwR-Boohna&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e6YPCmgAKQouJRf8LENQ4mcXfQT48dIlsBQ9meZ7v7Tam3ACe8%2F99IH4Y1KLjmWyVPZpdN0a82SByiqic9C221cxQi6%2BJGujijzgry4opSonxKLv1J4y3taYj0DaovWu3KyRCCSWBbWH6BJsCZo8IWQMAwQUCiPLrx%2FEn59W1gLqqKvbJzbmvhjcDoOtTRpS9w5po0Vcx3NUjc9MFTi0X5fJ2QE6xJs41Rfd44pivwMQ5oUpWCTfQDodOQ4BM7esevAUfDaCR51zUHvf3mL3dr%7Ctkp%3ABk9SR4qX4Li_Zg
Gitarre Klassische Porte Cle ! Sammlung Akustische Instrument Flamenco Holz Mini,Brandneu |,"CHF 9,34",aus Frankreich,"+CHF 1,99 Versand",https://www.ebay.ch/itm/257134962711?_skw=gitarre&itmmeta=01K7XRR1D31Q41ZNXQYY7A3YHG&hash=item3bde702817:g:2bwAAOSwXetctb2B&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dsQGdIYfAHi0VxlZc%2B52BjjwQfddzLKAcMyCilLGXrfVIleM%2BKyRNgRv3%2BfJPdUFy7c9Pj4I7CNmbh7JcPdDtWE%2FvV%2BW8ohQkGu6FTbK0Sp3Xhu4dGlJdZL%2FpYzhYenj5dsOy%2B8FV%2FfRQj3LudDGtc%2FtjOkhhYBJtZPnbit46ClcEacd2Om%2BXyhCwylVYKfZZmXh0gpgsaymCrTpmNBDGq8AXk1RJhXXA9jZ3s717vmQ%3D%3D%7Ctkp%3ABk9SR4qX4Li_Zg
Konzertgitarre Shadow JM-CC 44,Neu (Sonstige) |,"CHF 377,12",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/226461421884?_skw=gitarre&itmmeta=01K7XRR1D356NM7QM1DM769N0V&hash=item34ba27113c:g:TGUAAOSwfyVnQD1z&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cJVzu6MRQAkaRKe5NRnOOq30X%2FLJUtjBgj3b0RlhvHiu8PXPXGie8s7Z7i37Kxm%2BvQkuisxCm1Q4XMbi%2Fi%2Fh3Q4DdOrwSPZccgYxbKXLyPrEAJf%2Bma5m9nUrJX9dFOp62nPH55IlBwgKCudStuoMdpND8KBBPe4MEjdpeCCLmpGs6e5wwWfdI5tZ21yCjMwA%2FVETfKdGmNdJGWBMXU2Q0o26%2Bh%2Bg8swc1KvogkJeebhMSBL63G067rI10U526D6AwYurrXLE2SKX4aSJtauiVH%7Ctkp%3ABk9SR4qX4Li_Zg
Dieter Hopf Artista - ganz besondere Meistergitarre - ausgezeichn. Klang + Video,Gebraucht |,"CHF 3.148,37",aus Deutschland,"+CHF 44,98 Versand",https://www.ebay.ch/itm/226965974510?_skw=gitarre&itmmeta=01K7XRR1D3ZJP5D7NWW2GFNPG3&hash=item34d839edee:g:1dAAAeSwPnBowESF&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fQlhH9PqR%2FsTu21Q7TjDSRDgEJjzXK7vCOod0Fagp3C9E%2F5P5FNaNL4jm0XwJJJesopCPboeUOoc4EFchBvm7FKWVClWdGYtE0KDv6%2FphcEMEjMz88ixDlwmygBlx55vc3Uht%2B1U%2F7ZIG4vAwb7oiD%2FeGjLhG9WxvYlXwHlLAnPDz%2BCEfUPJbJMIdupXYZjp7dj3lYA4h2wVyLbN6P2qVjzme35eidDBYvQVBHfvtdrekIT8%2FUS%2FOsh19GvIGSh4g%3D%7Ctkp%3ABk9SR4yX4Li_Zg
"GITARRE,4/4-SET-MIT-TASCHE+BAND+KAPODASTER+EXTRA SAITEN+STIMMGERÄT-ZUBEHÖR!22n",Brandneu |,"CHF 51,23",aus Deutschland,"+CHF 27,63 Versand",https://www.ebay.ch/itm/140738855961?_skw=gitarre&itmmeta=01K7XRR1D341XZY891WSD69TE0&hash=item20c4b08419:g:eXYAAOSw8gVX39oE&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1dkm4EuhZ47OeRvtlO%2FOx2Hg79vfmGPqTiSywvXwcgqI1cdvEGPwkh49MTmMzzqFUDyIe9ZZTcjqyx9WolWy7FaQ4e5yNxBNBW23EYFJL8oGr7Biy%2B5X2YUBCYLF80lvJUJcvz10ptMjhsRsWJNmFrY9W0CNwhV%2Bfp1Lq8RLeY%2BNw66GpDBpIAYsKFGc%2BF%2BU%2FkYIb5OIoIs%2F421G4acA%2BeLApHeVZlRfyy9XELOl%2Bi5yg%3D%3D%7Ctkp%3ABk9SR4yX4Li_Zg
"Konzertgitarre, Grösse 1/2, rot",Brandneu |,"CHF 57,07",aus Deutschland,"+CHF 25,16 Versand",https://www.ebay.ch/itm/374020189482?_skw=gitarre&itmmeta=01K7XRR1D3BDMJC1YXCAYDRMWN&hash=item5715572d2a:g:JnoAAeSwl31o76GC&itmprp=enc%3AAQAKAAAAwFkggFvd1GGDu0w3yXCmi1f3RaZ50BtRAJLr7qVgPMC03LEUEZLJHXm4s%2FKIVbKjYEhdYTpEV4olWYy2zqc2jHwC5PSYRfjShflKmGrpVmACNITbMFm9xcZUweLGSvEHx9%2BfCUwmcXLux7ckQmbFQZXxIxwCgPs1brAjibEAiMoz1Klvkzm60%2FvipKWEyaz4HXhyDSN0%2FxFBZxzBLlCO0uUfEUSSMl%2FchDHv%2FREbB4Hv1TcEyQkvdu2yTx1riRapGA%3D%3D%7Ctkp%3ABk9SR4yX4Li_Zg
"Gitarre Klassische Mini Gitarre! Hergestellt Handarbeit 15,5 CM Akustische",Brandneu |,"CHF 14,59",aus Frankreich,"+CHF 6,90 Versand",https://www.ebay.ch/itm/257132420173?_skw=gitarre&itmmeta=01K7XRR1D36C03XJJAG38W4PM5&hash=item3bde495c4d:g:bx8AAOSwK-Nnp2zV&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fuEpmlIpU26%2FD3HCFnDVYrxRFI0xdJe30YLcGNfrqdGDilSUKdhGD0pSRfz6TOfBULlWvoGmx54kMtE0NMPeWSinBM47Xqh18S2ya0WmPYGkc%2FPku%2B3hzr7NColu8RpsYb1KOzvG%2BhBj5uig9q1sJwRj7%2FIRAk5F%2FoHvvIvalsaWy56mklQcG6c68zc9yOQkJx8o%2FtZWpC9RJ9wQjvAFWf9IOpGkq1MERwKrC3qUlWJCSYIm4ZgQlaX8vfZhuuzLKRJ8mMTLXTXnurdOQBSmYy%7Ctkp%3ABk9SR4yX4Li_Zg
80's HOFNER KONZERTGITARRE,Nur Ersatzteile |,"CHF 98,95",aus Deutschland,"+CHF 78,96 Versand",https://www.ebay.ch/itm/127399341116?_skw=gitarre&itmmeta=01K7XRR1D3848P6KDXMBRNPA6H&hash=item1da997ac3c:g:vA8AAOSw3PtkL3FB&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1fEIg1ZM2xwIYFbvLHs%2F%2BdI%2BIUFI5PILm1iIay%2FpdWOuMFZLGQgjHnvnTOzC8ajATIQnpFd3l9M4ih2aG3LUyVaQUFBdjDf%2BXKaA6uISCxRspNZoSjw57xK25HZhrUpMPZG1H%2FYT5xJtXn1u9apFjZyG3Swos3T4NrbtdpbfnKK0XYxMTa9oaCUhy64MXaH80So%2FI555G4y5SvAP0WN0iDwJc9hAHBiwTO2XeGz1nwMk3GnV0WVYs9R%2Fh6Wx6g2oQjoKg%2FCaZbjblBkB3JdTrIF%7Ctkp%3ABk9SR4yX4Li_Zg
IBANEZ GA Konzertgitarre 6-String - Amber High Gloss,Brandneu |,"CHF 230,22",aus Deutschland,"+CHF 23,11 Versand",https://www.ebay.ch/itm/286830662448?_skw=gitarre&itmmeta=01K7XRR1D3DWJQVCGS143PBQC3&hash=item42c8709330:g:9MAAAeSwtVhozmeV&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1e0kC3qp4vWaav0NnvaesRfLhtUOsOjrCfRSjQUOGV0R8CgnjpwH1%2BsbnnJkC6TMIRLgHQvY%2BU%2BYhflwhzrYLZRB7cEAHH23xUv6reSyl9BgwZsH%2BRSS3Me5FSQlhd5WrLxEd2isF%2FHnGmJHuP9Z%2Fp12sqZ65hYM8oCPPPwbfAYF%2BPbY8uvA905mqNs35Kmypy5ojs53SIzgdQUvabjlmj5wE79dWMGP5LyXGfnPoLOyVZ9gyjD1L4z7G0%2BFYFzCH9F67cDmMilZLgkzj8YeOJJzqO78bflB2hjlJh4XYD53g%3D%3D%7Ctkp%3ABk9SR4yX4Li_Zg
